cell_name	gene_name	tissue_type	gene_id
Microglial cell	SOX4	Embryonic prefrontal cortex	ENSG00000124766
Astrocyte	PLEC	Embryonic prefrontal cortex	ENSG00000178209
Microglial cell	CD36	Embryonic prefrontal cortex	ENSG00000135218
Microglial cell	BIN2	Embryonic prefrontal cortex	ENSG00000110934
Astrocyte	SOX4	Embryonic prefrontal cortex	ENSG00000124766
Microglial cell	CREG1	Embryonic prefrontal cortex	ENSG00000143162
Astrocyte	RGMA	Embryonic prefrontal cortex	ENSG00000182175
Microglial cell	INPP5D	Embryonic prefrontal cortex	ENSG00000281614
Microglial cell	INPP5D	Embryonic prefrontal cortex	ENSG00000168918
Microglial cell	STAB1	Embryonic prefrontal cortex	ENSG00000010327
Oligodendrocyte progenitor cell	LIMA1	Embryonic prefrontal cortex	ENSG00000050405
Neural progenitor cell	NOTCH1	Embryonic prefrontal cortex	ENSG00000148400
Neural progenitor cell	OTX1	Embryonic prefrontal cortex	ENSG00000115507
Microglial cell	MEF2A	Embryonic prefrontal cortex	ENSG00000068305
Microglial cell	ADA2	Embryonic prefrontal cortex	ENSG00000093072
Microglial cell	IGF1	Embryonic prefrontal cortex	ENSG00000017427
Astrocyte	SIRPA	Embryonic prefrontal cortex	ENSG00000198053
Neural progenitor cell	IGF2BP1	Embryonic prefrontal cortex	ENSG00000159217
Microglial cell	TFEC	Embryonic prefrontal cortex	ENSG00000105967
Neural progenitor cell	DEPDC1B	Embryonic prefrontal cortex	ENSG00000035499
Microglial cell	CAP1	Embryonic prefrontal cortex	ENSG00000131236
Astrocyte	GPR37L1	Embryonic prefrontal cortex	ENSG00000170075
Microglial cell	TLN1	Embryonic prefrontal cortex	ENSG00000137076
Microglial cell	GNB4	Embryonic prefrontal cortex	ENSG00000114450
Microglial cell	DHRS9	Embryonic prefrontal cortex	ENSG00000073737
Neural progenitor cell	LDHA	Embryonic prefrontal cortex	ENSG00000288299
Neural progenitor cell	LDHA	Embryonic prefrontal cortex	ENSG00000134333
Neural progenitor cell	DCX	Embryonic prefrontal cortex	ENSG00000077279
Astrocyte	RGS20	Embryonic prefrontal cortex	ENSG00000147509
Microglial cell	A2M	Embryonic prefrontal cortex	ENSG00000175899
Microglial cell	FES	Embryonic prefrontal cortex	ENSG00000182511
Astrocyte	PLEKHB1	Embryonic prefrontal cortex	ENSG00000021300
Microglial cell	ANXA11	Embryonic prefrontal cortex	ENSG00000122359
Interneuron	ERBB4	Embryonic prefrontal cortex	ENSG00000178568
Microglial cell	HVCN1	Embryonic prefrontal cortex	ENSG00000122986
Astrocyte	ATP1B2	Embryonic prefrontal cortex	ENSG00000129244
Microglial cell	LILRB4	Embryonic prefrontal cortex	ENSG00000278555
Microglial cell	LILRB4	Embryonic prefrontal cortex	ENSG00000278279
Microglial cell	LILRB4	Embryonic prefrontal cortex	ENSG00000276042
Microglial cell	LILRB4	Embryonic prefrontal cortex	ENSG00000275730
Microglial cell	LILRB4	Embryonic prefrontal cortex	ENSG00000186818
Astrocyte	HDAC2	Embryonic prefrontal cortex	ENSG00000196591
Astrocyte	GATM	Embryonic prefrontal cortex	ENSG00000171766
Microglial cell	TSC22D3	Embryonic prefrontal cortex	ENSG00000157514
Astrocyte	ALDH6A1	Embryonic prefrontal cortex	ENSG00000119711
Astrocyte	GNG7	Embryonic prefrontal cortex	ENSG00000176533
Microglial cell	PDPN	Embryonic prefrontal cortex	ENSG00000162493
Microglial cell	PPA1	Embryonic prefrontal cortex	ENSG00000180817
Neural progenitor cell	CLSPN	Embryonic prefrontal cortex	ENSG00000092853
Microglial cell	OAS1	Embryonic prefrontal cortex	ENSG00000089127
Astrocyte	YIF1A	Embryonic prefrontal cortex	ENSG00000174851
Microglial cell	NEUROD6	Embryonic prefrontal cortex	ENSG00000164600
Microglial cell	RNF213	Embryonic prefrontal cortex	ENSG00000173821
Astrocyte	TBC1D10A	Embryonic prefrontal cortex	ENSG00000099992
Microglial cell	FRMD4A	Embryonic prefrontal cortex	ENSG00000151474
Microglial cell	SWAP70	Embryonic prefrontal cortex	ENSG00000133789
Neuron	PPP2R2B	Embryonic prefrontal cortex	ENSG00000156475
Astrocyte	SLCO1C1	Embryonic prefrontal cortex	ENSG00000139155
Oligodendrocyte progenitor cell	ANGPTL2	Embryonic prefrontal cortex	ENSG00000136859
Microglial cell	SAT1	Embryonic prefrontal cortex	ENSG00000130066
Neural progenitor cell	DUT	Embryonic prefrontal cortex	ENSG00000128951
Oligodendrocyte progenitor cell	VXN	Embryonic prefrontal cortex	ENSG00000169085
Oligodendrocyte progenitor cell	GPR17	Embryonic prefrontal cortex	ENSG00000144230
Microglial cell	ENTPD1	Embryonic prefrontal cortex	ENSG00000138185
Microglial cell	FTL	Embryonic prefrontal cortex	ENSG00000087086
Microglial cell	B3GNT5	Embryonic prefrontal cortex	ENSG00000176597
Microglial cell	WASF2	Embryonic prefrontal cortex	ENSG00000158195
Microglial cell	FABP5	Embryonic prefrontal cortex	ENSG00000164687
Microglial cell	TMEM273	Embryonic prefrontal cortex	ENSG00000204161
Microglial cell	TMC6	Embryonic prefrontal cortex	ENSG00000141524
Neuron	B2M	Embryonic prefrontal cortex	ENSG00000273686
Neuron	B2M	Embryonic prefrontal cortex	ENSG00000166710
Microglial cell	DOCK8	Embryonic prefrontal cortex	ENSG00000107099
Oligodendrocyte progenitor cell	MLLT11	Embryonic prefrontal cortex	ENSG00000213190
Microglial cell	GAS6	Embryonic prefrontal cortex	ENSG00000183087
Astrocyte	NDRG2	Embryonic prefrontal cortex	ENSG00000165795
Microglial cell	ATP8B4	Embryonic prefrontal cortex	ENSG00000104043
Microglial cell	JAG1	Embryonic prefrontal cortex	ENSG00000101384
Microglial cell	RAB3IL1	Embryonic prefrontal cortex	ENSG00000167994
Microglial cell	SLCO2B1	Embryonic prefrontal cortex	ENSG00000137491
Microglial cell	MBNL1	Embryonic prefrontal cortex	ENSG00000152601
Microglial cell	SH2B3	Embryonic prefrontal cortex	ENSG00000111252
Astrocyte	ID4	Embryonic prefrontal cortex	ENSG00000172201
Astrocyte	SPON1	Embryonic prefrontal cortex	ENSG00000262655
Oligodendrocyte progenitor cell	TMSB10	Embryonic prefrontal cortex	ENSG00000034510
Astrocyte	PLCD1	Embryonic prefrontal cortex	ENSG00000187091
Microglial cell	LINC01094	Embryonic prefrontal cortex	ENSG00000251442
Astrocyte	CNN3	Embryonic prefrontal cortex	ENSG00000117519
Microglial cell	COLGALT1	Embryonic prefrontal cortex	ENSG00000130309
Microglial cell	STMN1	Embryonic prefrontal cortex	ENSG00000117632
Oligodendrocyte progenitor cell	SOX4	Embryonic prefrontal cortex	ENSG00000124766
Microglial cell	NSG1	Embryonic prefrontal cortex	ENSG00000168824
Astrocyte	MT2A	Embryonic prefrontal cortex	ENSG00000125148
Astrocyte	IDI1	Embryonic prefrontal cortex	ENSG00000067064
Microglial cell	HSPA1A	Embryonic prefrontal cortex	ENSG00000237724
Microglial cell	HSPA1A	Embryonic prefrontal cortex	ENSG00000234475
Microglial cell	HSPA1A	Embryonic prefrontal cortex	ENSG00000235941
Microglial cell	HSPA1A	Embryonic prefrontal cortex	ENSG00000215328
Microglial cell	HSPA1A	Embryonic prefrontal cortex	ENSG00000204389
Astrocyte	MIR9-1HG	Embryonic prefrontal cortex	ENSG00000125462
Microglial cell	PYCARD	Embryonic prefrontal cortex	ENSG00000103490
Microglial cell	GPN3	Embryonic prefrontal cortex	ENSG00000111231
Astrocyte	SLC6A1	Embryonic prefrontal cortex	ENSG00000157103
Microglial cell	ARRB2	Embryonic prefrontal cortex	ENSG00000141480
Microglial cell	CSRP2	Embryonic prefrontal cortex	ENSG00000175183
Neuron	ARX	Embryonic prefrontal cortex	ENSG00000004848
Neural progenitor cell	MCM2	Embryonic prefrontal cortex	ENSG00000073111
Astrocyte	TM7SF2	Embryonic prefrontal cortex	ENSG00000149809
Astrocyte	BEX1	Embryonic prefrontal cortex	ENSG00000133169
Oligodendrocyte progenitor cell	CST3	Embryonic prefrontal cortex	ENSG00000101439
Oligodendrocyte progenitor cell	LSAMP	Embryonic prefrontal cortex	ENSG00000185565
Astrocyte	SYPL1	Embryonic prefrontal cortex	ENSG00000008282
Astrocyte	FABP5	Embryonic prefrontal cortex	ENSG00000164687
Microglial cell	HAVCR2	Embryonic prefrontal cortex	ENSG00000135077
Microglial cell	FOS	Embryonic prefrontal cortex	ENSG00000170345
Neural progenitor cell	FEN1	Embryonic prefrontal cortex	ENSG00000168496
Microglial cell	OTUD1	Embryonic prefrontal cortex	ENSG00000165312
Astrocyte	DDR1	Embryonic prefrontal cortex	ENSG00000223680
Astrocyte	DDR1	Embryonic prefrontal cortex	ENSG00000229767
Astrocyte	DDR1	Embryonic prefrontal cortex	ENSG00000234078
Astrocyte	DDR1	Embryonic prefrontal cortex	ENSG00000215522
Astrocyte	DDR1	Embryonic prefrontal cortex	ENSG00000137332
Astrocyte	DDR1	Embryonic prefrontal cortex	ENSG00000230456
Astrocyte	DDR1	Embryonic prefrontal cortex	ENSG00000204580
Neural progenitor cell	PTTG1	Embryonic prefrontal cortex	ENSG00000164611
Astrocyte	RIT2	Embryonic prefrontal cortex	ENSG00000152214
Astrocyte	CBR1	Embryonic prefrontal cortex	ENSG00000159228
Microglial cell	VAMP8	Embryonic prefrontal cortex	ENSG00000118640
Oligodendrocyte progenitor cell	GNG7	Embryonic prefrontal cortex	ENSG00000176533
Neural progenitor cell	ZEB2	Embryonic prefrontal cortex	ENSG00000169554
Neural progenitor cell	TUBA1B	Embryonic prefrontal cortex	ENSG00000123416
Microglial cell	ZFP36	Embryonic prefrontal cortex	ENSG00000128016
Oligodendrocyte progenitor cell	TMEM161B-DT	Embryonic prefrontal cortex	ENSG00000247828
Astrocyte	ALCAM	Embryonic prefrontal cortex	ENSG00000170017
Microglial cell	RAPGEF6	Embryonic prefrontal cortex	ENSG00000158987
Neural progenitor cell	EOMES	Embryonic prefrontal cortex	ENSG00000163508
Neural progenitor cell	HMGB2	Embryonic prefrontal cortex	ENSG00000164104
Microglial cell	LAMP1	Embryonic prefrontal cortex	ENSG00000185896
Astrocyte	PDGFRB	Embryonic prefrontal cortex	ENSG00000113721
Microglial cell	GPX1	Embryonic prefrontal cortex	ENSG00000233276
Astrocyte	GJA1	Embryonic prefrontal cortex	ENSG00000152661
Microglial cell	RNF135	Embryonic prefrontal cortex	ENSG00000181481
Neural progenitor cell	CDKN3	Embryonic prefrontal cortex	ENSG00000100526
Microglial cell	ITPR2	Embryonic prefrontal cortex	ENSG00000123104
Astrocyte	MYO10	Embryonic prefrontal cortex	ENSG00000145555
Astrocyte	SEMA6D	Embryonic prefrontal cortex	ENSG00000137872
Astrocyte	LITAF	Embryonic prefrontal cortex	ENSG00000189067
Oligodendrocyte progenitor cell	RFTN2	Embryonic prefrontal cortex	ENSG00000162944
Astrocyte	RAP1GAP	Embryonic prefrontal cortex	ENSG00000076864
Microglial cell	PRR13	Embryonic prefrontal cortex	ENSG00000205352
Microglial cell	NEU1	Embryonic prefrontal cortex	ENSG00000184494
Microglial cell	NEU1	Embryonic prefrontal cortex	ENSG00000234343
Microglial cell	NEU1	Embryonic prefrontal cortex	ENSG00000228691
Microglial cell	NEU1	Embryonic prefrontal cortex	ENSG00000227315
Microglial cell	NEU1	Embryonic prefrontal cortex	ENSG00000223957
Microglial cell	NEU1	Embryonic prefrontal cortex	ENSG00000234846
Microglial cell	NEU1	Embryonic prefrontal cortex	ENSG00000227129
Microglial cell	NEU1	Embryonic prefrontal cortex	ENSG00000204386
Oligodendrocyte progenitor cell	COL20A1	Embryonic prefrontal cortex	ENSG00000101203
Neural progenitor cell	GAP43	Embryonic prefrontal cortex	ENSG00000172020
Oligodendrocyte progenitor cell	SIRT2	Embryonic prefrontal cortex	ENSG00000283100
Oligodendrocyte progenitor cell	SIRT2	Embryonic prefrontal cortex	ENSG00000068903
Interneuron	NEUROD1	Embryonic prefrontal cortex	ENSG00000162992
Neural progenitor cell	PCSK1N	Embryonic prefrontal cortex	ENSG00000102109
Microglial cell	TNFRSF1B	Embryonic prefrontal cortex	ENSG00000028137
Microglial cell	TAGLN3	Embryonic prefrontal cortex	ENSG00000144834
Microglial cell	CCND1	Embryonic prefrontal cortex	ENSG00000110092
Microglial cell	EGR2	Embryonic prefrontal cortex	ENSG00000122877
Oligodendrocyte progenitor cell	SERPINE2	Embryonic prefrontal cortex	ENSG00000135919
Astrocyte	MLLT11	Embryonic prefrontal cortex	ENSG00000213190
Oligodendrocyte progenitor cell	COL9A1	Embryonic prefrontal cortex	ENSG00000112280
Neural progenitor cell	MEF2C	Embryonic prefrontal cortex	ENSG00000081189
Microglial cell	CXCL16	Embryonic prefrontal cortex	ENSG00000161921
Microglial cell	POLD4	Embryonic prefrontal cortex	ENSG00000175482
Neural progenitor cell	MAD2L1	Embryonic prefrontal cortex	ENSG00000164109
Astrocyte	WSCD1	Embryonic prefrontal cortex	ENSG00000179314
Oligodendrocyte progenitor cell	IGFBPL1	Embryonic prefrontal cortex	ENSG00000137142
Interneuron	IGFBPL1	Embryonic prefrontal cortex	ENSG00000137142
Astrocyte	PMP22	Embryonic prefrontal cortex	ENSG00000109099
Oligodendrocyte progenitor cell	S100B	Embryonic prefrontal cortex	ENSG00000160307
Astrocyte	S100B	Embryonic prefrontal cortex	ENSG00000160307
Neuron	SOX2-OT	Embryonic prefrontal cortex	ENSG00000242808
Microglial cell	IER3	Embryonic prefrontal cortex	ENSG00000235030
Microglial cell	IER3	Embryonic prefrontal cortex	ENSG00000237155
Microglial cell	IER3	Embryonic prefrontal cortex	ENSG00000230128
Microglial cell	IER3	Embryonic prefrontal cortex	ENSG00000227231
Microglial cell	IER3	Embryonic prefrontal cortex	ENSG00000206478
Microglial cell	IER3	Embryonic prefrontal cortex	ENSG00000137331
Astrocyte	THBS3	Embryonic prefrontal cortex	ENSG00000169231
Neural progenitor cell	H2AZ1	Embryonic prefrontal cortex	ENSG00000164032
Microglial cell	KLF2	Embryonic prefrontal cortex	ENSG00000127528
Microglial cell	OLR1	Embryonic prefrontal cortex	ENSG00000173391
Oligodendrocyte progenitor cell	ALCAM	Embryonic prefrontal cortex	ENSG00000170017
Microglial cell	TREM2	Embryonic prefrontal cortex	ENSG00000095970
Astrocyte	ELN	Embryonic prefrontal cortex	ENSG00000049540
Oligodendrocyte progenitor cell	SLC35F1	Embryonic prefrontal cortex	ENSG00000196376
Microglial cell	ARHGAP12	Embryonic prefrontal cortex	ENSG00000165322
Microglial cell	PLA2G7	Embryonic prefrontal cortex	ENSG00000146070
Astrocyte	PLAGL1	Embryonic prefrontal cortex	ENSG00000118495
Microglial cell	FBLN1	Embryonic prefrontal cortex	ENSG00000077942
Microglial cell	DPP7	Embryonic prefrontal cortex	ENSG00000176978
Microglial cell	CTSL	Embryonic prefrontal cortex	ENSG00000135047
Neural progenitor cell	MAPT	Embryonic prefrontal cortex	ENSG00000276155
Neural progenitor cell	MAPT	Embryonic prefrontal cortex	ENSG00000277956
Neural progenitor cell	MAPT	Embryonic prefrontal cortex	ENSG00000186868
Neural progenitor cell	CREB5	Embryonic prefrontal cortex	ENSG00000146592
Microglial cell	SLC29A3	Embryonic prefrontal cortex	ENSG00000198246
Astrocyte	VEPH1	Embryonic prefrontal cortex	ENSG00000197415
Oligodendrocyte progenitor cell	CNTN1	Embryonic prefrontal cortex	ENSG00000018236
Microglial cell	HLA-E	Embryonic prefrontal cortex	ENSG00000206493
Microglial cell	HLA-E	Embryonic prefrontal cortex	ENSG00000225201
Microglial cell	HLA-E	Embryonic prefrontal cortex	ENSG00000236632
Microglial cell	HLA-E	Embryonic prefrontal cortex	ENSG00000230254
Microglial cell	HLA-E	Embryonic prefrontal cortex	ENSG00000229252
Microglial cell	HLA-E	Embryonic prefrontal cortex	ENSG00000233904
Microglial cell	HLA-E	Embryonic prefrontal cortex	ENSG00000204592
Astrocyte	NTRK2	Embryonic prefrontal cortex	ENSG00000148053
Interneuron	LINC01551	Embryonic prefrontal cortex	ENSG00000186960
Astrocyte	RAMP1	Embryonic prefrontal cortex	ENSG00000132329
Neural progenitor cell	TACC3	Embryonic prefrontal cortex	ENSG00000013810
Astrocyte	DAG1	Embryonic prefrontal cortex	ENSG00000173402
Microglial cell	RUBCNL	Embryonic prefrontal cortex	ENSG00000102445
Microglial cell	ARPC1B	Embryonic prefrontal cortex	ENSG00000130429
Astrocyte	PSAT1	Embryonic prefrontal cortex	ENSG00000135069
Interneuron	INA	Embryonic prefrontal cortex	ENSG00000148798
Oligodendrocyte progenitor cell	NEUROD2	Embryonic prefrontal cortex	ENSG00000171532
Interneuron	DLX1	Embryonic prefrontal cortex	ENSG00000144355
Microglial cell	SPP1	Embryonic prefrontal cortex	ENSG00000118785
Astrocyte	MT1E	Embryonic prefrontal cortex	ENSG00000169715
Neural progenitor cell	CLIC1	Embryonic prefrontal cortex	ENSG00000226651
Neural progenitor cell	CLIC1	Embryonic prefrontal cortex	ENSG00000230685
Neural progenitor cell	CLIC1	Embryonic prefrontal cortex	ENSG00000223639
Neural progenitor cell	CLIC1	Embryonic prefrontal cortex	ENSG00000226417
Neural progenitor cell	CLIC1	Embryonic prefrontal cortex	ENSG00000226248
Neural progenitor cell	CLIC1	Embryonic prefrontal cortex	ENSG00000206394
Neural progenitor cell	CLIC1	Embryonic prefrontal cortex	ENSG00000213719
Oligodendrocyte progenitor cell	PLPP3	Embryonic prefrontal cortex	ENSG00000162407
Astrocyte	PLPP3	Embryonic prefrontal cortex	ENSG00000162407
Neural progenitor cell	UBE2T	Embryonic prefrontal cortex	ENSG00000077152
Astrocyte	HES1	Embryonic prefrontal cortex	ENSG00000114315
Interneuron	PPP1R17	Embryonic prefrontal cortex	ENSG00000106341
Microglial cell	ADAP2	Embryonic prefrontal cortex	ENSG00000184060
Microglial cell	TMEM161B-DT	Embryonic prefrontal cortex	ENSG00000247828
Microglial cell	SERPINF1	Embryonic prefrontal cortex	ENSG00000282307
Microglial cell	SERPINF1	Embryonic prefrontal cortex	ENSG00000132386
Microglial cell	CEBPA	Embryonic prefrontal cortex	ENSG00000245848
Astrocyte	CD9	Embryonic prefrontal cortex	ENSG00000010278
Microglial cell	CNN3	Embryonic prefrontal cortex	ENSG00000117519
Neural progenitor cell	CCNB2	Embryonic prefrontal cortex	ENSG00000157456
Interneuron	MAF	Embryonic prefrontal cortex	ENSG00000178573
Microglial cell	RTN1	Embryonic prefrontal cortex	ENSG00000139970
Microglial cell	RIN2	Embryonic prefrontal cortex	ENSG00000132669
Astrocyte	AQP4	Embryonic prefrontal cortex	ENSG00000171885
Astrocyte	DCXR	Embryonic prefrontal cortex	ENSG00000169738
Astrocyte	NKAIN4	Embryonic prefrontal cortex	ENSG00000101198
Astrocyte	HADHB	Embryonic prefrontal cortex	ENSG00000138029
Astrocyte	FAM107A	Embryonic prefrontal cortex	ENSG00000168309
Neural progenitor cell	CKS2	Embryonic prefrontal cortex	ENSG00000123975
Oligodendrocyte progenitor cell	MT3	Embryonic prefrontal cortex	ENSG00000087250
Microglial cell	FAM78A	Embryonic prefrontal cortex	ENSG00000126882
Microglial cell	MYH9	Embryonic prefrontal cortex	ENSG00000100345
Oligodendrocyte progenitor cell	LUZP2	Embryonic prefrontal cortex	ENSG00000187398
Interneuron	FDFT1	Embryonic prefrontal cortex	ENSG00000284967
Interneuron	FDFT1	Embryonic prefrontal cortex	ENSG00000079459
Microglial cell	UCP2	Embryonic prefrontal cortex	ENSG00000175567
Astrocyte	SLC25A18	Embryonic prefrontal cortex	ENSG00000182902
Microglial cell	CSF3R	Embryonic prefrontal cortex	ENSG00000119535
Neural progenitor cell	CDCA3	Embryonic prefrontal cortex	ENSG00000111665
Oligodendrocyte progenitor cell	MMP2	Embryonic prefrontal cortex	ENSG00000087245
Microglial cell	RGS10	Embryonic prefrontal cortex	ENSG00000148908
Microglial cell	H1-2	Embryonic prefrontal cortex	ENSG00000187837
Microglial cell	PALD1	Embryonic prefrontal cortex	ENSG00000107719
Oligodendrocyte progenitor cell	EPN2	Embryonic prefrontal cortex	ENSG00000072134
Astrocyte	H2AZ1	Embryonic prefrontal cortex	ENSG00000164032
Oligodendrocyte progenitor cell	SPATA6	Embryonic prefrontal cortex	ENSG00000132122
Astrocyte	TOR1AIP1	Embryonic prefrontal cortex	ENSG00000143337
Microglial cell	JUNB	Embryonic prefrontal cortex	ENSG00000171223
Oligodendrocyte progenitor cell	PLEKHB1	Embryonic prefrontal cortex	ENSG00000021300
Oligodendrocyte progenitor cell	SPRY1	Embryonic prefrontal cortex	ENSG00000164056
Microglial cell	CCL4	Embryonic prefrontal cortex	ENSG00000277943
Microglial cell	CCL4	Embryonic prefrontal cortex	ENSG00000275824
Microglial cell	CCL4	Embryonic prefrontal cortex	ENSG00000275302
Astrocyte	ELOVL5	Embryonic prefrontal cortex	ENSG00000012660
Interneuron	PLS3	Embryonic prefrontal cortex	ENSG00000102024
Microglial cell	TPT1	Embryonic prefrontal cortex	ENSG00000133112
Microglial cell	TCIRG1	Embryonic prefrontal cortex	ENSG00000110719
Microglial cell	TMEM35B	Embryonic prefrontal cortex	ENSG00000243749
Interneuron	MDK	Embryonic prefrontal cortex	ENSG00000110492
Microglial cell	TSPAN13	Embryonic prefrontal cortex	ENSG00000106537
Neural progenitor cell	LMO3	Embryonic prefrontal cortex	ENSG00000048540
Neural progenitor cell	UHRF1	Embryonic prefrontal cortex	ENSG00000276043
Microglial cell	SLC15A3	Embryonic prefrontal cortex	ENSG00000110446
Microglial cell	LIMS1	Embryonic prefrontal cortex	ENSG00000169756
Microglial cell	LINC00461	Embryonic prefrontal cortex	ENSG00000245526
Microglial cell	SYNE2	Embryonic prefrontal cortex	ENSG00000054654
Astrocyte	P3H4	Embryonic prefrontal cortex	ENSG00000141696
Astrocyte	BCHE	Embryonic prefrontal cortex	ENSG00000114200
